# tau rho ord score
25.000 44.000 0.850 58.51775651284507
25.000 48.000 0.850 60.99598495402985
25.000 52.000 0.850 68.11994073092744
25.000 56.000 0.850 78.24355420870397
25.000 60.000 0.850 90.31799903753542
25.000 64.000 0.850 103.6187547683688
25.000 68.000 0.850 116.65394207953875
25.000 72.000 0.850 130.6001622984598
25.000 76.000 0.850 144.96340059388626
25.000 80.000 0.850 159.41204850213666
25.000 84.000 0.850 174.04801392783608
25.000 88.000 0.850 188.35322446763954
25.000 92.000 0.850 202.25406643558642
25.000 96.000 0.850 215.67884615365165
25.000 100.000 0.850 228.55972722611745
25.000 104.000 0.850 240.82700346896644
25.000 108.000 0.850 252.41884901278786
25.000 112.000 0.850 264.0191733363241
25.000 116.000 0.850 274.99602247979914
25.000 120.000 0.850 285.2074562971861
25.000 124.000 0.850 294.59437787235055
25.000 128.000 0.850 303.3633798899018
25.000 132.000 0.850 312.21679252859576
25.000 136.000 0.850 320.1952193086371
25.000 140.000 0.850 327.25673354231526
25.000 144.000 0.850 334.05681044976063
25.000 148.000 0.850 342.0299599391984
25.000 152.000 0.850 349.7845262562973
25.000 156.000 0.850 357.9724258726394
25.000 160.000 0.850 366.1391245700631
25.000 164.000 0.850 373.4242266031477
25.000 168.000 0.850 381.1853804752917
25.000 172.000 0.850 388.3313056755328
25.000 176.000 0.850 394.54803814267234
25.000 180.000 0.850 399.8054876794528
25.000 184.000 0.850 404.07445397585366
25.000 188.000 0.850 407.33611385465065
25.000 192.000 0.850 411.93648076426854
25.000 196.000 0.850 416.6287662781752
25.000 200.000 0.850 420.3414902544639
25.000 204.000 0.850 423.0535823692001
25.000 208.000 0.850 424.7536506184287
25.000 212.000 0.850 428.0069232061112
25.000 216.000 0.850 431.3599694125683
25.000 220.000 0.850 433.7022431259387
25.000 224.000 0.850 435.02483350158997
25.000 228.000 0.850 435.32095829839835
25.000 232.000 0.850 434.87551787194565
25.000 236.000 0.850 434.8099587910328
25.000 240.000 0.850 433.7004710263949
25.000 244.000 0.850 431.5488515360594
25.000 248.000 0.850 428.3620404613787
25.000 252.000 0.850 424.1521562548212
25.000 256.000 0.850 418.93650295031847
25.000 260.000 0.850 413.685878311766
25.000 264.000 0.850 407.9518918643194
25.000 268.000 0.850 402.61941427775736
25.000 272.000 0.850 396.3120520228966
25.000 276.000 0.850 389.0614441053983
25.000 280.000 0.850 381.953807391441
25.000 284.000 0.850 374.5430880656885
25.000 288.000 0.850 366.2451735166212
25.000 292.000 0.850 357.10298895253175
25.000 296.000 0.850 348.20183182970004
25.000 300.000 0.850 338.84582602441503
25.000 304.000 0.850 328.70214876149237
25.000 308.000 0.850 317.8192588554948
25.000 312.000 0.850 306.2505386234573
25.000 316.000 0.850 294.05310515076957
25.000 320.000 0.850 281.2864691289552
25.000 324.000 0.850 268.0162912462259
25.000 328.000 0.850 254.74711089236106
25.000 332.000 0.850 241.9369363991521
25.000 336.000 0.850 229.53347966423433
25.000 340.000 0.850 216.81130215379534
25.000 344.000 0.850 203.70993695463338
25.000 348.000 0.850 190.29603665900476
25.000 352.000 0.850 177.57265321995158
25.000 356.000 0.850 164.6784498588943
25.000 360.000 0.850 151.5773076722958
26.000 0.000 0.850 153.69216847187076
26.000 4.000 0.850 140.72759268658854
26.000 8.000 0.850 127.64085373362653
26.000 12.000 0.850 115.25179123296041
26.000 16.000 0.850 103.69640613643114
26.000 20.000 0.850 93.73703317838013
26.000 24.000 0.850 83.76574245798733
26.000 28.000 0.850 77.66798573051285
26.000 32.000 0.850 74.46821587282862
26.000 36.000 0.850 73.42520767151778
26.000 40.000 0.850 73.7179102176834
26.000 44.000 0.850 73.98764958681465
26.000 48.000 0.850 76.3437478358037
26.000 52.000 0.850 81.12225495870882
26.000 56.000 0.850 89.57304992187542
26.000 60.000 0.850 99.99305898109498
26.000 64.000 0.850 111.98505879336176
26.000 68.000 0.850 125.42179325366044
26.000 72.000 0.850 138.51189798465725
26.000 76.000 0.850 151.1821502770074
26.000 80.000 0.850 164.6841967526932
26.000 84.000 0.850 178.70168767837015
26.000 88.000 0.850 192.45132145729968
26.000 92.000 0.850 206.76364249764111
26.000 96.000 0.850 220.58616144061762
26.000 100.000 0.850 233.84885798201194
26.000 104.000 0.850 246.78706319323692
26.000 108.000 0.850 259.4912150190618
26.000 112.000 0.850 271.5335033366387
26.000 116.000 0.850 282.8473471801876
26.000 120.000 0.850 293.37180854799846
26.000 124.000 0.850 303.0456827874601
26.000 128.000 0.850 311.81759035021145
26.000 132.000 0.850 319.63981054622514
26.000 136.000 0.850 327.2384922386332
26.000 140.000 0.850 334.5108572256178
26.000 144.000 0.850 341.78000871231575
26.000 148.000 0.850 349.43000030151006
26.000 152.000 0.850 358.2196396655262
26.000 156.000 0.850 366.1040497603383
26.000 160.000 0.850 373.0434472012412
26.000 164.000 0.850 381.42966391993406
26.000 168.000 0.850 389.7077382516664
26.000 172.000 0.850 397.0654722024809
26.000 176.000 0.850 403.4647299666472
26.000 180.000 0.850 408.8744856598459
26.000 184.000 0.850 413.26465179363396
26.000 188.000 0.850 416.6158987705481
26.000 192.000 0.850 418.9132097035729
26.000 196.000 0.850 422.39065159221417
26.000 200.000 0.850 426.2094281265716
26.000 204.000 0.850 428.99857334202477
26.000 208.000 0.850 431.5646231482931
26.000 212.000 0.850 434.1856757669791
26.000 216.000 0.850 437.2944994459557
26.000 220.000 0.850 439.70222092073334
26.000 224.000 0.850 441.06084978709464
26.000 228.000 0.850 441.36343987738815
26.000 232.000 0.850 440.60919009955
26.000 236.000 0.850 439.2439854923023
26.000 240.000 0.850 438.1143699672912
26.000 244.000 0.850 435.9125247881101
26.000 248.000 0.850 432.64536580937767
26.000 252.000 0.850 428.9776871999091
26.000 256.000 0.850 424.74202301281804
26.000 260.000 0.850 419.46051212587537
26.000 264.000 0.850 413.16272046693837
26.000 268.000 0.850 406.6804907736798
26.000 272.000 0.850 400.1893110337019
26.000 276.000 0.850 394.05240720740596
26.000 280.000 0.850 387.3735233538572
26.000 284.000 0.850 379.7427358099709
26.000 288.000 0.850 371.19877779183975
26.000 292.000 0.850 361.7859630098542
26.000 296.000 0.850 351.552963239095
26.000 300.000 0.850 341.7219885477302
26.000 304.000 0.850 331.28755704337823
26.000 308.000 0.850 320.0914179031715
26.000 312.000 0.850 308.1885071342905
26.000 316.000 0.850 295.6376274209768
26.000 320.000 0.850 282.5000599741252
26.000 324.000 0.850 268.8434563692988
26.000 328.000 0.850 255.80588045812422
26.000 332.000 0.850 243.05270509357746
26.000 336.000 0.850 230.41401215658973
26.000 340.000 0.850 217.31819738701898
26.000 344.000 0.850 204.80150867728472
26.000 348.000 0.850 192.15466312146407
26.000 352.000 0.850 179.15804423423972
26.000 356.000 0.850 166.46829659451214
26.000 360.000 0.850 153.6932542916589
27.000 0.000 0.850 157.26354896615103
27.000 4.000 0.850 144.6732944671739
27.000 8.000 0.850 133.05597028014319
27.000 12.000 0.850 122.12406281551516
27.000 16.000 0.850 111.77801529887827
27.000 20.000 0.850 103.01135823265042
27.000 24.000 0.850 96.89194460457675
27.000 28.000 0.850 93.69653076972443
27.000 32.000 0.850 92.01842602775072
27.000 36.000 0.850 90.27663490800923
27.000 40.000 0.850 89.5859445078342
27.000 44.000 0.850 91.75674090398516
27.000 48.000 0.850 95.23220533549673
27.000 52.000 0.850 98.76083852410443
27.000 56.000 0.850 103.84379016749938
27.000 60.000 0.850 112.03366465633192
27.000 64.000 0.850 122.7867605618163
27.000 68.000 0.850 134.3362348861439
27.000 72.000 0.850 147.7528810084772
27.000 76.000 0.850 160.7907529438984
27.000 80.000 0.850 173.3256393768802
27.000 84.000 0.850 185.8711266742114
27.000 88.000 0.850 198.71400716693645
27.000 92.000 0.850 212.23324819180394
27.000 96.000 0.850 225.62785998417104
27.000 100.000 0.850 239.8389548628793
27.000 104.000 0.850 253.51596332452394
27.000 108.000 0.850 266.58484175665586
27.000 112.000 0.850 278.9730305248389
27.000 116.000 0.850 290.611689512228
27.000 120.000 0.850 301.43781491481826
27.000 124.000 0.850 311.3881390978417
27.000 128.000 0.850 320.40956162272147
27.000 132.000 0.850 328.4527845712427
27.000 136.000 0.850 335.4743657907646
27.000 140.000 0.850 342.17791618589393
27.000 144.000 0.850 351.1646286382005
27.000 148.000 0.850 359.55698581685107
27.000 152.000 0.850 366.98630650503367
27.000 156.000 0.850 374.65473909803535
27.000 160.000 0.850 382.3823408695215
27.000 164.000 0.850 390.2023953566108
27.000 168.000 0.850 398.1132586429543
27.000 172.000 0.850 405.67433506635615
27.000 176.000 0.850 412.24862916172884
27.000 180.000 0.850 417.80421190032644
27.000 184.000 0.850 422.31014167376924
27.000 188.000 0.850 425.74660841975935
27.000 192.000 0.850 428.09827506216425
27.000 196.000 0.850 429.35603388437244
27.000 200.000 0.850 431.82265636398444
27.000 204.000 0.850 435.17490805685856
27.000 208.000 0.850 438.93685088851913
27.000 212.000 0.850 441.628142024059
27.000 216.000 0.850 443.2355449207964
27.000 220.000 0.850 445.4410078678942
27.000 224.000 0.850 446.83388380602673
27.000 228.000 0.850 447.14242432438056
27.000 232.000 0.850 446.36584815847476
27.000 236.000 0.850 444.5086958833846
27.000 240.000 0.850 442.21452236107666
27.000 244.000 0.850 440.1692612339251
27.000 248.000 0.850 438.02611494464645
27.000 252.000 0.850 434.7694938429395
27.000 256.000 0.850 430.4163950308462
27.000 260.000 0.850 424.9884454824181
27.000 264.000 0.850 418.5161235543181
27.000 268.000 0.850 411.03224176447156
27.000 272.000 0.850 405.27264269896216
27.000 276.000 0.850 399.4245101090579
27.000 280.000 0.850 392.5603900065396
27.000 284.000 0.850 384.7182850954313
27.000 288.000 0.850 375.93810840135416
27.000 292.000 0.850 366.26551952259564
27.000 296.000 0.850 355.75065996048
27.000 300.000 0.850 344.44672737741365
27.000 304.000 0.850 333.6455136607662
27.000 308.000 0.850 322.14968057549453
27.000 312.000 0.850 309.9269036237931
27.000 316.000 0.850 297.0376028945837
27.000 320.000 0.850 284.40003027770575
27.000 324.000 0.850 271.65657005801535
27.000 328.000 0.850 258.35141324813833
27.000 332.000 0.850 244.55378797181444
27.000 336.000 0.850 231.67593377626534
27.000 340.000 0.850 219.5980525908581
27.000 344.000 0.850 207.24171800351442
27.000 348.000 0.850 195.34120638917435
27.000 352.000 0.850 183.04136492764573
27.000 356.000 0.850 170.32792434145037
27.000 360.000 0.850 157.2646716686187
28.000 0.000 0.850 166.23376236801164
28.000 4.000 0.850 155.35772610842213
28.000 8.000 0.850 144.85256090697519
28.000 12.000 0.850 135.04401609500275
28.000 16.000 0.850 126.88013173835003
28.000 20.000 0.850 120.80727512133343
28.000 24.000 0.850 116.94047112327347
28.000 28.000 0.850 114.40171913835103
28.000 32.000 0.850 112.0124955646901
28.000 36.000 0.850 110.21204571244228
28.000 40.000 0.850 110.0917354484627
28.000 44.000 0.850 112.38123124549442
28.000 48.000 0.850 115.2597460030405
28.000 52.000 0.850 118.21461137712558
28.000 56.000 0.850 121.8679339768361
28.000 60.000 0.850 127.36704976118584
28.000 64.000 0.850 135.84095799853935
28.000 68.000 0.850 146.24830016309568
28.000 72.000 0.850 157.7529528434484
28.000 76.000 0.850 170.85708189727075
28.000 80.000 0.850 183.64996383149145
28.000 84.000 0.850 195.99876966501483
28.000 88.000 0.850 207.8312468432798
28.000 92.000 0.850 220.6962726351968
28.000 96.000 0.850 233.5558666094409
28.000 100.000 0.850 246.76341058961845
28.000 104.000 0.850 260.1884911420119
28.000 108.000 0.850 273.60797533376683
28.000 112.000 0.850 286.3286912868091
28.000 116.000 0.850 298.27959013784977
28.000 120.000 0.850 309.3956485407343
28.000 124.000 0.850 319.6115831462008
28.000 128.000 0.850 328.872613046883
28.000 132.000 0.850 337.12790207258604
28.000 136.000 0.850 344.5989930252069
28.000 140.000 0.850 353.48286934980837
28.000 144.000 0.850 361.41030439678025
28.000 148.000 0.850 369.6761928236921
28.000 152.000 0.850 377.30787775452836
28.000 156.000 0.850 384.17139432092006
28.000 160.000 0.850 392.33007220172135
28.000 164.000 0.850 400.3509562836644
28.000 168.000 0.850 407.37130379397956
28.000 172.000 0.850 414.14740604539384
28.000 176.000 0.850 420.8890342584937
28.000 180.000 0.850 426.5837872696332
28.000 184.000 0.850 431.19990344956256
28.000 188.000 0.850 434.71711881190555
28.000 192.000 0.850 437.1198003136952
28.000 196.000 0.850 438.39875463978774
28.000 200.000 0.850 438.6772591048138
28.000 204.000 0.850 442.23695272442137
28.000 208.000 0.850 446.09345096807766
28.000 212.000 0.850 448.8517271834281
28.000 216.000 0.850 450.49820980421157
28.000 220.000 0.850 451.02396331651005
28.000 224.000 0.850 452.33690224144283
28.000 228.000 0.850 452.65087107299524
28.000 232.000 0.850 451.8527612293178
28.000 236.000 0.850 449.9472707205088
28.000 240.000 0.850 447.8287364648917
28.000 244.000 0.850 445.8356455035739
28.000 248.000 0.850 443.6373254226327
28.000 252.000 0.850 440.29665159872263
28.000 256.000 0.850 435.83110911484533
28.000 260.000 0.850 430.2629436718441
28.000 264.000 0.850 423.6235175106365
28.000 268.000 0.850 417.50807504986744
28.000 272.000 0.850 410.74223493656274
28.000 276.000 0.850 404.5495789437532
28.000 280.000 0.850 397.50808816325235
28.000 284.000 0.850 389.46367418486545
28.000 288.000 0.850 380.4573913943838
28.000 292.000 0.850 370.53620102408945
28.000 296.000 0.850 359.75166511681175
28.000 300.000 0.850 348.1584737240975
28.000 304.000 0.850 335.818610461504
28.000 308.000 0.850 323.9915392804972
28.000 312.000 0.850 311.6425152162178
28.000 316.000 0.850 299.92513470575574
28.000 320.000 0.850 287.4974772273856
28.000 324.000 0.850 274.4261854542602
28.000 328.000 0.850 260.89106575377343
28.000 332.000 0.850 248.5772745635049
28.000 336.000 0.850 236.44954191513784
28.000 340.000 0.850 225.14100703816737
28.000 344.000 0.850 213.56104994196863
28.000 348.000 0.850 201.54543929290946
28.000 352.000 0.850 189.53267141867695
28.000 356.000 0.850 177.33557130763654
28.000 360.000 0.850 166.23492113385262
29.000 0.000 0.850 177.825441866086
29.000 4.000 0.850 167.86615138304836
29.000 8.000 0.850 159.50184892563115
29.000 12.000 0.850 151.5352723896045
29.000 16.000 0.850 146.00798894864334
29.000 20.000 0.850 142.35575022082818
29.000 24.000 0.850 139.62924856672674
29.000 28.000 0.850 137.2473457609571
29.000 32.000 0.850 134.6603447582761
29.000 36.000 0.850 133.50535249478256
29.000 40.000 0.850 133.74796067881243
29.000 44.000 0.850 134.85966158151535
29.000 48.000 0.850 137.44926094159405
29.000 52.000 0.850 140.33775217289067
29.000 56.000 0.850 143.14801069785415
29.000 60.000 0.850 145.86165976107029
29.000 64.000 0.850 151.61949966751047
29.000 68.000 0.850 160.45478426884
29.000 72.000 0.850 170.24975517540528
29.000 76.000 0.850 181.7571774055342
29.000 80.000 0.850 194.88404851622562
29.000 84.000 0.850 207.55730993775506
29.000 88.000 0.850 219.7022598179224
29.000 92.000 0.850 231.24500793161522
29.000 96.000 0.850 243.35522014012489
29.000 100.000 0.850 255.30871087786196
29.000 104.000 0.850 268.1337902247793
29.000 108.000 0.850 280.55205943075026
29.000 112.000 0.850 293.5915241833311
29.000 116.000 0.850 305.8417072144078
29.000 120.000 0.850 317.23561435624134
29.000 124.000 0.850 327.7059962684923
29.000 128.000 0.850 337.1964340437561
29.000 132.000 0.850 346.02575722127597
29.000 136.000 0.850 356.09356303782704
29.000 140.000 0.850 365.21976967144053
29.000 144.000 0.850 373.3503824340688
29.000 148.000 0.850 380.4381353101109
29.000 152.000 0.850 387.5371138597437
29.000 156.000 0.850 395.9198222975174
29.000 160.000 0.850 403.29804698565846
29.000 164.000 0.850 410.4121476275182
29.000 168.000 0.850 417.5964641633078
29.000 172.000 0.850 423.71660369959244
29.000 176.000 0.850 429.37541860711303
29.000 180.000 0.850 435.2025155660814
29.000 184.000 0.850 439.9231066786652
29.000 188.000 0.850 443.516501128185
29.000 192.000 0.850 445.96679448769885
29.000 196.000 0.850 447.2647283044383
29.000 200.000 0.850 449.1765859830785
29.000 204.000 0.850 450.3277404053288
29.000 208.000 0.850 453.02570446440023
29.000 212.000 0.850 455.84763071425175
29.000 216.000 0.850 457.5311408317191
29.000 220.000 0.850 458.06709995038966
29.000 224.000 0.850 457.56320073776897
29.000 228.000 0.850 457.88206915431687
29.000 232.000 0.850 457.28298186293136
29.000 236.000 0.850 456.65660044157255
29.000 240.000 0.850 454.8770101831533
29.000 244.000 0.850 451.9582956853352
29.000 248.000 0.850 448.9733125228263
29.000 252.000 0.850 445.5524267026271
29.000 256.000 0.850 440.97956849088644
29.000 260.000 0.850 435.27758074596716
29.000 264.000 0.850 430.0171095032283
29.000 268.000 0.850 424.1498489533759
29.000 272.000 0.850 417.2174147312863
29.000 276.000 0.850 409.4213698138543
29.000 280.000 0.850 402.2105900179643
29.000 284.000 0.850 393.9731217464162
29.000 288.000 0.850 384.75112090528876
29.000 292.000 0.850 374.59280452116735
29.000 296.000 0.850 363.55110426299467
29.000 300.000 0.850 351.6821475945316
29.000 304.000 0.850 339.04954817893525
29.000 308.000 0.850 326.47278806338437
29.000 312.000 0.850 315.1630138637929
29.000 316.000 0.850 303.28569016150493
29.000 320.000 0.850 291.32562605975346
29.000 324.000 0.850 278.7842717797995
29.000 328.000 0.850 267.6369120304749
29.000 332.000 0.850 256.3951019223054
29.000 336.000 0.850 244.65156996260006
29.000 340.000 0.850 233.0004238626223
29.000 344.000 0.850 221.48372486529905
29.000 348.000 0.850 209.7356476258864
29.000 352.000 0.850 198.5642901160617
29.000 356.000 0.850 188.46999430390568
29.000 360.000 0.850 177.82663583205792
30.000 0.000 0.850 191.69216679785967
30.000 4.000 0.850 184.13397845604948
30.000 8.000 0.850 176.46074162916122
30.000 12.000 0.850 171.40274653122884
30.000 16.000 0.850 168.00732034735566
30.000 20.000 0.850 165.17234892399244
30.000 24.000 0.850 162.96033824907212
30.000 28.000 0.850 160.52621237191823
30.000 32.000 0.850 159.48242981979325
30.000 36.000 0.850 159.7890398071777
30.000 40.000 0.850 160.04037483480988
30.000 44.000 0.850 160.23390013450353
30.000 48.000 0.850 160.36756718771142
30.000 52.000 0.850 163.05138853665014
30.000 56.000 0.850 165.92985913620714
30.000 60.000 0.850 168.71081672658968
30.000 64.000 0.850 171.56453535263725
30.000 68.000 0.850 176.6261457625792
30.000 72.000 0.850 185.5700133295784
30.000 76.000 0.850 194.69479653889616
30.000 80.000 0.850 206.2013722558658
30.000 84.000 0.850 219.18627361978244
30.000 88.000 0.850 231.6315151229702
30.000 92.000 0.850 243.46080650476944
30.000 96.000 0.850 254.60121741216247
30.000 100.000 0.850 265.9577268925326
30.000 104.000 0.850 277.4384893574142
30.000 108.000 0.850 289.340416041531
30.000 112.000 0.850 300.97985226503454
30.000 116.000 0.850 313.28882777589706
30.000 120.000 0.850 324.94816089079075
30.000 124.000 0.850 335.6615169997094
30.000 128.000 0.850 346.1993221925971
30.000 132.000 0.850 357.24947216513476
30.000 136.000 0.850 367.5633655570462
30.000 140.000 0.850 376.91077420712605
30.000 144.000 0.850 385.2360189623373
30.000 148.000 0.850 392.4903983394305
30.000 152.000 0.850 400.01771193883405
30.000 156.000 0.850 407.615599714776
30.000 160.000 0.850 415.1671344177148
30.000 164.000 0.850 421.641238605907
30.000 168.000 0.850 427.71343431154804
30.000 172.000 0.850 433.9615404648651
30.000 176.000 0.850 439.0882396676691
30.000 180.000 0.850 443.6498965487996
30.000 184.000 0.850 448.46912383785957
30.000 188.000 0.850 452.13403503600756
30.000 192.000 0.850 454.6284792458151
30.000 196.000 0.850 457.3372402041813
30.000 200.000 0.850 459.53953283667687
30.000 204.000 0.850 460.5929220009913
30.000 208.000 0.850 460.8784486177383
30.000 212.000 0.850 462.607329471391
30.000 216.000 0.850 464.32576974739055
30.000 220.000 0.850 464.8711638684947
30.000 224.000 0.850 464.2438646015949
30.000 228.000 0.850 463.64359059028783
30.000 232.000 0.850 464.17726040906797
30.000 236.000 0.850 463.52336619352957
30.000 240.000 0.850 461.69029791463515
30.000 244.000 0.850 458.6927453448171
30.000 248.000 0.850 454.55151439399594
30.000 252.000 0.850 450.530416016898
30.000 256.000 0.850 445.85550076451534
30.000 260.000 0.850 441.45895046786364
30.000 264.000 0.850 436.5795103767232
30.000 268.000 0.850 430.57764655538415
30.000 272.000 0.850 423.4863365115518
30.000 276.000 0.850 415.3444838875175
30.000 280.000 0.850 406.6621664885566
30.000 284.000 0.850 398.24113389699994
30.000 288.000 0.850 388.8140658613918
30.000 292.000 0.850 378.4303878329906
30.000 296.000 0.850 367.1443485228381
30.000 300.000 0.850 355.013456078774
30.000 304.000 0.850 343.314879998232
30.000 308.000 0.850 331.98248820610894
30.000 312.000 0.850 320.20910302003875
30.000 316.000 0.850 308.48210423603564
30.000 320.000 0.850 297.08987855174576
30.000 324.000 0.850 287.0409106921015
30.000 328.000 0.850 276.7978033645172
30.000 332.000 0.850 266.14302638491404
30.000 336.000 0.850 254.81919496617869
30.000 340.000 0.850 242.89348196045103
30.000 344.000 0.850 230.4340684267729
30.000 348.000 0.850 220.38359678382943
30.000 352.000 0.850 210.66690096997928
30.000 356.000 0.850 200.36276550705026
30.000 360.000 0.850 191.69339505783552
31.000 0.000 0.850 208.8068478654668
31.000 4.000 0.850 202.0132680785092
31.000 8.000 0.850 196.91392039829654
31.000 12.000 0.850 193.81118993332223
31.000 16.000 0.850 190.97072527350375
31.000 20.000 0.850 188.950260139626
31.000 24.000 0.850 186.6934472338068
31.000 28.000 0.850 185.90598758815847
31.000 32.000 0.850 186.27656750382863
31.000 36.000 0.850 186.59340667475868
31.000 40.000 0.850 186.85338116012758
31.000 44.000 0.850 187.0538340976214
31.000 48.000 0.850 187.19261570735426
31.000 52.000 0.850 187.26811659977488
31.000 56.000 0.850 189.1335587711174
31.000 60.000 0.850 191.97903409810064
31.000 64.000 0.850 194.71234758776808
31.000 68.000 0.850 197.8696935256822
31.000 72.000 0.850 202.98872659086788
31.000 76.000 0.850 211.0779220255731
31.000 80.000 0.850 219.91520394080965
31.000 84.000 0.850 230.87149308502217
31.000 88.000 0.850 243.60447928552446
31.000 92.000 0.850 255.70845744727336
31.000 96.000 0.850 267.1082247708667
31.000 100.000 0.850 277.73451813228263
31.000 104.000 0.850 288.3270951737452
31.000 108.000 0.850 299.2200484352924
31.000 112.000 0.850 310.2086030679363
31.000 116.000 0.850 321.203739504465
31.000 120.000 0.850 333.085974594606
31.000 124.000 0.850 344.85687537400514
31.000 128.000 0.850 356.9574754100265
31.000 132.000 0.850 368.4333139112199
31.000 136.000 0.850 378.98272358508814
31.000 140.000 0.850 388.5416397460997
31.000 144.000 0.850 397.0527336496664
31.000 148.000 0.850 405.7051929060825
31.000 152.000 0.850 413.5682621203796
31.000 156.000 0.850 420.3657411207003
31.000 160.000 0.850 426.96115402753105
31.000 164.000 0.850 433.5737195886029
31.000 168.000 0.850 439.04741327845
31.000 172.000 0.850 444.07824104964067
31.000 176.000 0.850 449.2982328515965
31.000 180.000 0.850 453.34573998334747
31.000 184.000 0.850 456.82754327062594
31.000 188.000 0.850 460.5592217496315
31.000 192.000 0.850 464.1123003677248
31.000 196.000 0.850 467.5177796755636
31.000 200.000 0.850 469.75347443432696
31.000 204.000 0.850 470.8144521663924
31.000 208.000 0.850 470.6992845755902
31.000 212.000 0.850 470.11486319363615
31.000 216.000 0.850 470.8738186199825
31.000 220.000 0.850 471.4278656448697
31.000 224.000 0.850 472.174492620494
31.000 228.000 0.850 471.75718450880913
31.000 232.000 0.850 470.82705333109794
31.000 236.000 0.850 470.1455738669363
31.000 240.000 0.850 468.26029899596256
31.000 244.000 0.850 465.18652448862827
31.000 248.000 0.850 460.9458063023109
31.000 252.000 0.850 455.5657274723891
31.000 256.000 0.850 451.7075983198617
31.000 260.000 0.850 447.89687155448013
31.000 264.000 0.850 442.91341605262187
31.000 268.000 0.850 436.7836368371187
31.000 272.000 0.850 429.54136281781393
31.000 276.000 0.850 421.22649909810787
31.000 280.000 0.850 411.88348099004634
31.000 284.000 0.850 402.2625108955315
31.000 288.000 0.850 392.64127635602244
31.000 292.000 0.850 382.04427561213527
31.000 296.000 0.850 370.52702022843727
31.000 300.000 0.850 360.5497522643589
31.000 304.000 0.850 350.14131490622486
31.000 308.000 0.850 338.89219600891715
31.000 312.000 0.850 326.99333253157766
31.000 316.000 0.850 316.1403380051838
31.000 320.000 0.850 306.93138710467133
31.000 324.000 0.850 297.58489110009924
31.000 328.000 0.850 287.42790668760773
31.000 332.000 0.850 276.5259594143369
31.000 336.000 0.850 264.9466934136137
31.000 340.000 0.850 253.41778831387188
31.000 344.000 0.850 243.80715264197332
31.000 348.000 0.850 233.61214075261663
31.000 352.000 0.850 223.3907274984425
31.000 356.000 0.850 215.66444504445883
31.000 360.000 0.850 208.8081094715391
32.000 0.000 0.850 228.03359795363284
32.000 4.000 0.850 222.53639717731448
32.000 8.000 0.850 219.68979108355398
32.000 12.000 0.850 216.9925608637526
32.000 16.000 0.850 215.43564459842023
32.000 20.000 0.850 213.79887470707754
32.000 24.000 0.850 212.74325914725475
32.000 28.000 0.850 213.17678575680358
32.000 32.000 0.850 213.5588661246851
32.000 36.000 0.850 213.8857971999468
32.000 40.000 0.850 214.15431323169122
32.000 44.000 0.850 214.3616342414669
32.000 48.000 0.850 214.50550821330748
32.000 52.000 0.850 214.5842462383199
32.000 56.000 0.850 214.59674997211647
32.000 60.000 0.850 215.6730547456532
32.000 64.000 0.850 218.4319698608656
32.000 68.000 0.850 221.0928690145886
32.000 72.000 0.850 224.50151320908913
32.000 76.000 0.850 229.68719494636204
32.000 80.000 0.850 236.90065498617147
32.000 84.000 0.850 245.50988466438804
32.000 88.000 0.850 256.1933115919929
32.000 92.000 0.850 268.16121233529975
32.000 96.000 0.850 279.6207202161868
32.000 100.000 0.850 290.47827165093383
32.000 104.000 0.850 300.5018088659492
32.000 108.000 0.850 310.60064501422926
32.000 112.000 0.850 321.228736070611
32.000 116.000 0.850 331.898196837503
32.000 120.000 0.850 342.8612554845754
32.000 124.000 0.850 355.2447190581033
32.000 128.000 0.850 367.84189509245186
32.000 132.000 0.850 379.5636571277938
32.000 136.000 0.850 390.337724859521
32.000 140.000 0.850 400.0981963452448
32.000 144.000 0.850 409.992378247755
32.000 148.000 0.850 419.0602738441852
32.000 152.000 0.850 427.0824970454337
32.000 156.000 0.850 434.0131185438844
32.000 160.000 0.850 439.8128483799908
32.000 164.000 0.850 445.40940950008667
32.000 168.000 0.850 450.9876911897434
32.000 172.000 0.850 455.3709956270839
32.000 176.000 0.850 459.36090093311293
32.000 180.000 0.850 463.4687831937284
32.000 184.000 0.850 466.3651011000775
32.000 188.000 0.850 469.44083632324185
32.000 192.000 0.850 474.0798631510636
32.000 196.000 0.850 477.54015926672014
32.000 200.000 0.850 479.8059670786139
32.000 204.000 0.850 480.87247806823814
32.000 208.000 0.850 480.7384933374948
32.000 212.000 0.850 479.41102685039806
32.000 216.000 0.850 478.4070605397621
32.000 220.000 0.850 479.6754628174666
32.000 224.000 0.850 480.48273247435566
32.000 228.000 0.850 480.044838396543
32.000 232.000 0.850 478.3688874622522
32.000 236.000 0.850 476.5151555922327
32.000 240.000 0.850 474.5790091611341
32.000 244.000 0.850 471.43172171234494
32.000 248.000 0.850 467.0955931489438
32.000 252.000 0.850 462.61488025177164
32.000 256.000 0.850 458.18907580024296
32.000 260.000 0.850 454.09301821012014
32.000 264.000 0.850 449.0111099011659
32.000 268.000 0.850 442.7602590088016
32.000 272.000 0.850 435.37511678047946
32.000 276.000 0.850 426.8965553242488
32.000 280.000 0.850 417.37007928098143
32.000 284.000 0.850 406.8505162314469
32.000 288.000 0.850 396.22808967901324
32.000 292.000 0.850 386.416571804616
32.000 296.000 0.850 377.46844522098496
