-4.0 324.0 96.146 4.045
-3.9 314.0 97.329 3.867
-3.8 304.0 98.215 3.669
-3.7 294.0 98.798 3.457
-3.6 284.0 99.086 3.239
-3.5 274.0 99.098 3.022
-3.4 264.0 98.860 2.811
-3.3 254.0 98.404 2.614
-3.2 244.0 97.760 2.436
-3.1 234.0 96.953 2.280
-3.0 224.0 96.008 2.151
-2.9 214.0 94.939 2.052
-2.8 204.0 93.761 1.984
-2.7 194.0 92.483 1.948
-2.6 184.0 91.115 1.947
-2.5 174.0 89.673 1.978
-2.4 164.0 88.176 2.043
-2.3 154.0 86.655 2.139
-2.2 144.0 85.147 2.265
-2.1 134.0 83.701 2.417
-2.0 124.0 82.373 2.594
-1.9 114.0 81.223 2.789
-1.8 104.0 80.312 2.998
-1.7 94.0 79.695 3.215
-1.6 84.0 79.418 3.434
-1.5 74.0 79.514 3.646
-1.4 64.0 79.995 3.846
-1.3 54.0 80.854 4.026
-1.2 44.0 82.063 4.180
-1.1 34.0 83.572 4.302
-1.0 24.0 85.318 4.386
-0.9 14.0 87.219 4.430
-0.8 4.0 89.192 4.433
-0.7 354.0 91.149 4.393
-0.6 344.0 93.006 4.313
-0.5 334.0 94.691 4.195
-0.4 324.0 96.146 4.045
-0.3 314.0 97.329 3.867
-0.2 304.0 98.215 3.669
-0.1 294.0 98.798 3.457
-0.0 284.0 99.086 3.239
0.1 274.0 99.098 3.022
0.2 264.0 98.860 2.811
0.3 254.0 98.404 2.614
0.4 244.0 97.760 2.436
0.5 234.0 96.953 2.280
0.6 224.0 96.008 2.151
0.7 214.0 94.939 2.052
0.8 204.0 93.761 1.984
0.9 194.0 92.483 1.948
1.0 184.0 91.115 1.947
1.1 174.0 89.673 1.978
1.2 164.0 88.176 2.043
1.3 154.0 86.655 2.139
1.4 144.0 85.147 2.265
1.5 134.0 83.701 2.417
1.6 124.0 82.373 2.594
1.7 114.0 81.223 2.789
1.8 104.0 80.312 2.998
1.9 94.0 79.695 3.215
2.0 84.0 79.418 3.434
2.1 74.0 79.514 3.646
2.2 64.0 79.995 3.846
2.3 54.0 80.854 4.026
2.4 44.0 82.063 4.180
2.5 34.0 83.572 4.302
2.6 24.0 85.318 4.386
2.7 14.0 87.219 4.430
2.8 4.0 89.192 4.433
2.9 354.0 91.149 4.393
3.0 344.0 93.006 4.313
3.1 334.0 94.691 4.195
3.2 324.0 96.146 4.045
3.3 314.0 97.329 3.867
3.4 304.0 98.215 3.669
3.5 294.0 98.798 3.457
3.6 284.0 99.086 3.239
3.7 274.0 99.098 3.022
3.8 264.0 98.860 2.811
3.9 254.0 98.404 2.614
4.0 244.0 97.760 2.436
4.1 234.0 96.953 2.280
4.2 224.0 96.008 2.151
4.3 214.0 94.939 2.052
4.4 204.0 93.761 1.984
4.5 194.0 92.483 1.948
4.6 184.0 91.115 1.947
4.7 174.0 89.673 1.978
4.8 164.0 88.176 2.043
4.9 154.0 86.655 2.139
5.0 144.0 85.147 2.265
5.1 134.0 83.701 2.417
5.2 124.0 82.373 2.594
5.3 114.0 81.223 2.789
5.4 104.0 80.312 2.998
5.5 94.0 79.695 3.215
5.6 84.0 79.418 3.434
5.7 74.0 79.514 3.646
5.8 64.0 79.995 3.846
5.9 54.0 80.854 4.026
6.0 44.0 82.063 4.180
6.1 34.0 83.572 4.302
6.2 24.0 85.318 4.386
6.3 14.0 87.219 4.430
6.4 4.0 89.192 4.433
6.5 354.0 91.149 4.393
6.6 344.0 93.006 4.313
6.7 334.0 94.691 4.195
6.8 324.0 96.146 4.045
6.9 314.0 97.329 3.867
7.0 304.0 98.215 3.669
7.1 294.0 98.798 3.457
7.2 284.0 99.086 3.239
7.3 274.0 99.098 3.022
7.4 264.0 98.860 2.811
7.5 254.0 98.404 2.614
7.6 244.0 97.760 2.436
7.7 234.0 96.953 2.280
7.8 224.0 96.008 2.151
7.9 214.0 94.939 2.052
8.0 204.0 93.761 1.984
8.1 194.0 92.483 1.948
8.2 184.0 91.115 1.947
8.3 174.0 89.673 1.978
8.4 164.0 88.176 2.043
8.5 154.0 86.655 2.139
8.6 144.0 85.147 2.265
8.7 134.0 83.701 2.417
8.8 124.0 82.373 2.594
8.9 114.0 81.223 2.789
9.0 104.0 80.312 2.998
9.1 94.0 79.695 3.215
9.2 84.0 79.418 3.434
9.3 74.0 79.514 3.646
9.4 64.0 79.995 3.846
9.5 54.0 80.854 4.026
9.6 44.0 82.063 4.180
9.7 34.0 83.572 4.302
9.8 24.0 85.318 4.386
9.9 14.0 87.219 4.430
10.0 4.0 89.192 4.433
10.1 354.0 91.149 4.393
10.2 344.0 93.006 4.313
10.3 334.0 94.691 4.195
10.4 324.0 96.146 4.045
10.5 314.0 97.329 3.867
10.6 304.0 98.215 3.669
10.7 294.0 98.798 3.457
10.8 284.0 99.086 3.239
10.9 274.0 99.098 3.022
11.0 264.0 98.860 2.811
11.1 254.0 98.404 2.614
11.2 244.0 97.760 2.436
11.3 234.0 96.953 2.280
11.4 224.0 96.008 2.151
11.5 214.0 94.939 2.052
11.6 204.0 93.761 1.984
11.7 194.0 92.483 1.948
11.8 184.0 91.115 1.947
11.9 174.0 89.673 1.978
12.0 164.0 88.176 2.043
12.1 154.0 86.655 2.139
12.2 144.0 85.147 2.265
12.3 134.0 83.701 2.417
12.4 124.0 82.373 2.594
12.5 114.0 81.223 2.789
12.6 104.0 80.312 2.998
12.7 94.0 79.695 3.215
12.8 84.0 79.418 3.434
12.9 74.0 79.514 3.646
13.0 64.0 79.995 3.846
13.1 54.0 80.854 4.026
13.2 44.0 82.063 4.180
13.3 34.0 83.572 4.302
13.4 24.0 85.318 4.386
13.5 14.0 87.219 4.430
13.6 4.0 89.192 4.433
13.7 354.0 91.149 4.393
13.8 344.0 93.006 4.313
13.9 334.0 94.691 4.195
14.0 324.0 96.146 4.045
14.1 314.0 97.329 3.867
14.2 304.0 98.215 3.669
14.3 294.0 98.798 3.457
14.4 284.0 99.086 3.239
14.5 274.0 99.098 3.022
14.6 264.0 98.860 2.811
14.7 254.0 98.404 2.614
14.8 244.0 97.760 2.436
14.9 234.0 96.953 2.280
15.0 224.0 96.008 2.151
15.1 214.0 94.939 2.052
15.2 204.0 93.761 1.984
15.3 194.0 92.483 1.948
15.4 184.0 91.115 1.947
15.5 174.0 89.673 1.978
15.6 164.0 88.176 2.043
15.7 154.0 86.655 2.139
15.8 144.0 85.147 2.265
15.9 134.0 83.701 2.417
16.0 124.0 82.373 2.594
16.1 114.0 81.223 2.789
16.2 104.0 80.312 2.998
