# tau rho ord score
18.000 60.000 0.900 172.10101434974985
18.000 64.000 0.900 173.18306787575952
18.000 68.000 0.900 174.57612591536252
18.000 72.000 0.900 177.22678687798654
18.000 76.000 0.900 181.3303586402026
18.000 80.000 0.900 186.18873628802223
18.000 84.000 0.900 192.81787458589355
18.000 88.000 0.900 201.96426295984855
18.000 92.000 0.900 211.50132359730156
18.000 96.000 0.900 220.93468010241148
18.000 100.000 0.900 230.22293862746537
18.000 104.000 0.900 239.32244200173054
18.000 108.000 0.900 248.44753629678826
18.000 112.000 0.900 257.4909668752746
18.000 116.000 0.900 266.3984141304604
18.000 120.000 0.900 275.82863811401114
18.000 124.000 0.900 284.85597282292645
18.000 128.000 0.900 293.44282252926126
18.000 132.000 0.900 301.70071539800654
18.000 136.000 0.900 309.8957833347245
18.000 140.000 0.900 317.6339444285439
18.000 144.000 0.900 324.88226128569175
18.000 148.000 0.900 331.6097323877991
18.000 152.000 0.900 337.9357476986602
18.000 156.000 0.900 344.13430485845396
18.000 160.000 0.900 350.2824741107145
18.000 164.000 0.900 356.4982826601164
18.000 168.000 0.900 362.15149238633535
18.000 172.000 0.900 367.2169386735065
18.000 176.000 0.900 371.67185209343415
18.000 180.000 0.900 376.6750913487278
18.000 184.000 0.900 381.3452628937935
18.000 188.000 0.900 386.0557860932666
18.000 192.000 0.900 390.3684861079309
18.000 196.000 0.900 394.02205236350306
18.000 200.000 0.900 398.3522438082726
18.000 204.000 0.900 403.1574096933474
18.000 208.000 0.900 407.21759644793985
18.000 212.000 0.900 410.5124235512009
18.000 216.000 0.900 413.02487464141774
18.000 220.000 0.900 414.7425742083441
18.000 224.000 0.900 415.65309795058636
18.000 228.000 0.900 415.7513394977232
18.000 232.000 0.900 415.92754349187305
18.000 236.000 0.900 415.88807676662714
18.000 240.000 0.900 415.05344740321766
18.000 244.000 0.900 413.4250821872366
18.000 248.000 0.900 411.00807820762117
18.000 252.000 0.900 408.85855187432924
18.000 256.000 0.900 406.3305068078775
18.000 260.000 0.900 404.02293043075036
18.000 264.000 0.900 400.92232522642126
18.000 268.000 0.900 397.0409326902308
18.000 272.000 0.900 392.39355733341654
18.000 276.000 0.900 386.99882309086524
18.000 280.000 0.900 380.8783488235981
18.000 284.000 0.900 374.0598716599161
18.000 288.000 0.900 366.572594232161
18.000 292.000 0.900 358.4500692603138
18.000 296.000 0.900 350.2660640259606
18.000 300.000 0.900 342.447892018833
18.000 304.000 0.900 334.0846321208743
18.000 308.000 0.900 325.2146590890543
18.000 312.000 0.900 315.88001491525534
18.000 316.000 0.900 306.17324190382175
18.000 320.000 0.900 297.0733807439219
18.000 324.000 0.900 287.5797964958088
18.000 328.000 0.900 277.73738519937774
18.000 332.000 0.900 267.59423328148875
18.000 336.000 0.900 257.2483957487451
18.000 340.000 0.900 247.68464871839944
18.000 344.000 0.900 238.03687624192636
18.000 348.000 0.900 229.1733896074105
18.000 352.000 0.900 220.11271611965924
18.000 356.000 0.900 210.9013278218752
18.000 360.000 0.900 201.58725382779184
19.000 0.000 0.900 192.20784015259477
19.000 4.000 0.900 182.5588912309796
19.000 8.000 0.900 174.70865274655935
19.000 12.000 0.900 167.33020775504815
19.000 16.000 0.900 160.63528524963084
19.000 20.000 0.900 155.364982053701
19.000 24.000 0.900 151.7960863299327
19.000 28.000 0.900 151.52410781253602
19.000 32.000 0.900 151.28809205289485
19.000 36.000 0.900 151.08831170120874
19.000 40.000 0.900 150.92640867171934
19.000 44.000 0.900 150.8037599435287
19.000 48.000 0.900 150.72145940346883
19.000 52.000 0.900 151.3460114749213
19.000 56.000 0.900 152.33418937093867
19.000 60.000 0.900 153.40123542679663
19.000 64.000 0.900 154.82619592163408
19.000 68.000 0.900 157.57236429873927
19.000 72.000 0.900 161.33240379589807
19.000 76.000 0.900 167.7718641970672
19.000 80.000 0.900 175.51942324611267
19.000 84.000 0.900 185.39393551988925
19.000 88.000 0.900 195.43774639959406
19.000 92.000 0.900 205.41557136736725
19.000 96.000 0.900 215.88977001382207
19.000 100.000 0.900 226.33616428612305
19.000 104.000 0.900 236.49130505924938
19.000 108.000 0.900 246.31296629087396
19.000 112.000 0.900 255.75964667872486
19.000 116.000 0.900 265.7298431366001
19.000 120.000 0.900 275.5850330621858
19.000 124.000 0.900 285.0184844860042
19.000 128.000 0.900 293.9912544142719
19.000 132.000 0.900 302.4651493746771
19.000 136.000 0.900 310.40411919153996
19.000 140.000 0.900 317.77433077334774
19.000 144.000 0.900 324.56655921516
19.000 148.000 0.900 331.59689807962275
19.000 152.000 0.900 338.0539222044611
19.000 156.000 0.900 344.5343002396036
19.000 160.000 0.900 350.8786080023397
19.000 164.000 0.900 356.595843486896
19.000 168.000 0.900 362.50697411222217
19.000 172.000 0.900 367.80447362932784
19.000 176.000 0.900 373.5090696779384
19.000 180.000 0.900 379.0904247282255
19.000 184.000 0.900 383.98019631129114
19.000 188.000 0.900 388.15636669056306
19.000 192.000 0.900 391.5986099879493
19.000 196.000 0.900 396.9239104612077
19.000 200.000 0.900 402.71316778708785
19.000 204.000 0.900 407.74718548573594
19.000 208.000 0.900 412.00250541830013
19.000 212.000 0.900 415.45773039260325
19.000 216.000 0.900 418.0949565085801
19.000 220.000 0.900 419.90111948812773
19.000 224.000 0.900 420.863054764784
19.000 228.000 0.900 420.9752609046612
19.000 232.000 0.900 420.23478232332917
19.000 236.000 0.900 419.56571282868566
19.000 240.000 0.900 418.7028168199307
19.000 244.000 0.900 417.39119434578373
19.000 248.000 0.900 416.2102186339115
19.000 252.000 0.900 414.15318982471257
19.000 256.000 0.900 411.2276925238352
19.000 260.000 0.900 407.5801845714518
19.000 264.000 0.900 404.3501627605447
19.000 268.000 0.900 400.3022901484284
19.000 272.000 0.900 395.4517308263557
19.000 276.000 0.900 389.81765677335227
19.000 280.000 0.900 383.42238508475714
19.000 284.000 0.900 376.2946775220064
19.000 288.000 0.900 368.46484177632965
19.000 292.000 0.900 359.9677778847042
19.000 296.000 0.900 350.8421162099612
19.000 300.000 0.900 342.0996615893592
19.000 304.000 0.900 333.3468491217247
19.000 308.000 0.900 324.06122487058354
19.000 312.000 0.900 314.28672706284965
19.000 316.000 0.900 304.07023601911476
19.000 320.000 0.900 293.7612264550402
19.000 324.000 0.900 283.8201322213618
19.000 328.000 0.900 273.5103467835923
19.000 332.000 0.900 262.88224853825585
19.000 336.000 0.900 251.98862329779757
19.000 340.000 0.900 241.18510997082603
19.000 344.000 0.900 230.9351710881194
19.000 348.000 0.900 221.14343890569728
19.000 352.000 0.900 211.64305867851317
19.000 356.000 0.900 201.9812877674066
19.000 360.000 0.900 192.20869630319947
20.000 0.000 0.900 184.12495476866894
20.000 4.000 0.900 173.49067709285328
20.000 8.000 0.900 163.19821621884398
20.000 12.000 0.900 154.57877063051936
20.000 16.000 0.900 146.4625902226109
20.000 20.000 0.900 139.09444785936483
20.000 24.000 0.900 133.8750651805597
20.000 28.000 0.900 130.96657986773772
20.000 32.000 0.900 130.7171608143511
20.000 36.000 0.900 130.5058488024125
20.000 40.000 0.900 130.33441120959478
20.000 44.000 0.900 130.2043324173406
20.000 48.000 0.900 130.79875087344658
20.000 52.000 0.900 131.7492840851122
20.000 56.000 0.900 132.78659700338508
20.000 60.000 0.900 134.1371113636657
20.000 64.000 0.900 137.02847989458053
20.000 68.000 0.900 142.55732701563582
20.000 72.000 0.900 149.4402756264738
20.000 76.000 0.900 157.52359008973042
20.000 80.000 0.900 167.62813355798346
20.000 84.000 0.900 178.15081678191692
20.000 88.000 0.900 189.65870429610928
20.000 92.000 0.900 201.0086364161556
20.000 96.000 0.900 212.2691219388825
20.000 100.000 0.900 223.49647817664754
20.000 104.000 0.900 234.35134520084193
20.000 108.000 0.900 244.78680924472346
20.000 112.000 0.900 255.1976233970719
20.000 116.000 0.900 265.91543660336805
20.000 120.000 0.900 276.160596990723
20.000 124.000 0.900 285.8840251573919
20.000 128.000 0.900 295.0430795349013
20.000 132.000 0.900 303.59625383067987
20.000 136.000 0.900 311.5046993876607
20.000 140.000 0.900 318.98684685152745
20.000 144.000 0.900 326.0395607891032
20.000 148.000 0.900 332.4376663256682
20.000 152.000 0.900 338.9300781778429
20.000 156.000 0.900 345.9264436541934
20.000 160.000 0.900 352.5397210415552
20.000 164.000 0.900 358.47692810363293
20.000 168.000 0.900 363.7128539870305
20.000 172.000 0.900 369.0529873182645
20.000 176.000 0.900 375.30563414239293
20.000 180.000 0.900 381.12904111268017
20.000 184.000 0.900 386.232262971657
20.000 188.000 0.900 390.59235839009347
20.000 192.000 0.900 395.99090897079907
20.000 196.000 0.900 401.5979818548608
20.000 200.000 0.900 406.74507655526276
20.000 204.000 0.900 412.00191111976375
20.000 208.000 0.900 416.44744242805814
20.000 212.000 0.900 420.0592775763275
20.000 216.000 0.900 422.8186387285717
20.000 220.000 0.900 424.7117783704905
20.000 224.000 0.900 425.72479230943543
20.000 228.000 0.900 425.85177516128545
20.000 232.000 0.900 425.0894497382269
20.000 236.000 0.900 423.4386155227936
20.000 240.000 0.900 422.7712948809812
20.000 244.000 0.900 422.4660439958422
20.000 248.000 0.900 421.2429171187793
20.000 252.000 0.900 419.1052008444105
20.000 256.000 0.900 416.0606203757894
20.000 260.000 0.900 412.1204543380122
20.000 264.000 0.900 407.3831365528123
20.000 268.000 0.900 403.17550992776904
20.000 272.000 0.900 398.12943225358987
20.000 276.000 0.900 392.2645660157645
20.000 280.000 0.900 385.6038660058195
20.000 284.000 0.900 378.1770539231166
20.000 288.000 0.900 370.0154770528645
20.000 292.000 0.900 361.15531535490686
20.000 296.000 0.900 351.63668158984694
20.000 300.000 0.900 341.50258540294084
20.000 304.000 0.900 332.2405238424889
20.000 308.000 0.900 322.5510726925053
20.000 312.000 0.900 312.3489204295356
20.000 316.000 0.900 301.6829542751561
20.000 320.000 0.900 290.6040555029567
20.000 324.000 0.900 279.9236012703518
20.000 328.000 0.900 269.73031199418176
20.000 332.000 0.900 259.1020807088516
20.000 336.000 0.900 248.09251215920827
20.000 340.000 0.900 236.75785340213827
20.000 344.000 0.900 225.6678978446334
20.000 348.000 0.900 214.83256827301562
20.000 352.000 0.900 204.83863480776625
20.000 356.000 0.900 194.59330766016413
20.000 360.000 0.900 184.12585466012166
21.000 0.000 0.900 176.57640479613255
21.000 4.000 0.900 165.18455447290958
21.000 8.000 0.900 153.97798196104026
21.000 12.000 0.900 143.50050402381913
21.000 16.000 0.900 134.5012650084524
21.000 20.000 0.900 125.68730956232416
21.000 24.000 0.900 116.94695089189108
21.000 28.000 0.900 111.43366776242135
21.000 32.000 0.900 109.29260752147741
21.000 36.000 0.900 109.06975793318804
21.000 40.000 0.900 108.8887629518712
21.000 44.000 0.900 109.48589056785886
21.000 48.000 0.900 110.38574746463276
21.000 52.000 0.900 111.38190301199438
21.000 56.000 0.900 112.55473169576095
21.000 60.000 0.900 117.34235938337446
21.000 64.000 0.900 123.18177720632555
21.000 68.000 0.900 130.25774202135003
21.000 72.000 0.900 138.65592155355787
21.000 76.000 0.900 148.7520765086148
21.000 80.000 0.900 160.90451077225617
21.000 84.000 0.900 173.58288436485444
21.000 88.000 0.900 186.09362591144455
21.000 92.000 0.900 198.37918024383237
21.000 96.000 0.900 210.38362308024884
21.000 100.000 0.900 222.05421948596862
21.000 104.000 0.900 233.33606024886103
21.000 108.000 0.900 244.18066521660654
21.000 112.000 0.900 255.7653841574404
21.000 116.000 0.900 266.90834299058076
21.000 120.000 0.900 277.5596762984402
21.000 124.000 0.900 287.6685434701862
21.000 128.000 0.900 297.19081753877924
21.000 132.000 0.900 306.0835275205796
21.000 136.000 0.900 314.30644666771826
21.000 140.000 0.900 321.82222818041055
21.000 144.000 0.900 328.5965343452029
21.000 148.000 0.900 335.52109584143716
21.000 152.000 0.900 341.91295605861774
21.000 156.000 0.900 348.2713147945566
21.000 160.000 0.900 353.9283113306661
21.000 164.000 0.900 360.00354895965415
21.000 168.000 0.900 365.989659597009
21.000 172.000 0.900 372.4025925894412
21.000 176.000 0.900 378.0428354095319
21.000 180.000 0.900 382.88465248147116
21.000 184.000 0.900 388.2349103065732
21.000 188.000 0.900 394.5163746501431
21.000 192.000 0.900 401.1740178677311
21.000 196.000 0.900 407.007292940664
21.000 200.000 0.900 411.99015521122357
21.000 204.000 0.900 416.09647282651997
21.000 208.000 0.900 420.54699218766626
21.000 212.000 0.900 424.3114590138482
21.000 216.000 0.900 427.1901664151262
21.000 220.000 0.900 429.1686900050517
21.000 224.000 0.900 430.23238750476423
21.000 228.000 0.900 430.3749411852755
21.000 232.000 0.900 429.59273778090875
21.000 236.000 0.900 429.0349726573055
21.000 240.000 0.900 427.9684081232336
21.000 244.000 0.900 427.18622569875987
21.000 248.000 0.900 425.92339147113296
21.000 252.000 0.900 423.7085518730087
21.000 256.000 0.900 420.5495446133611
21.000 260.000 0.900 416.45790278679056
21.000 264.000 0.900 411.4525175150069
21.000 268.000 0.900 405.6570915698646
21.000 272.000 0.900 400.4233993577415
21.000 276.000 0.900 394.33656973602643
21.000 280.000 0.900 387.420133877395
21.000 284.000 0.900 379.7047075544264
21.000 288.000 0.900 371.222610914858
21.000 292.000 0.900 362.0112348879333
21.000 296.000 0.900 352.1121045651224
21.000 300.000 0.900 341.5697989917717
21.000 304.000 0.900 330.76700412492664
21.000 308.000 0.900 320.6860423809604
21.000 312.000 0.900 310.4274434565592
21.000 316.000 0.900 300.63857882398906
21.000 320.000 0.900 290.2575919406229
21.000 324.000 0.900 279.33668717206706
21.000 328.000 0.900 268.5858991219825
21.000 332.000 0.900 257.6643911508544
21.000 336.000 0.900 246.26457696702641
21.000 340.000 0.900 234.441894195792
21.000 344.000 0.900 222.25448373510994
21.000 348.000 0.900 210.4204748082974
21.000 352.000 0.900 198.99170230560867
21.000 356.000 0.900 187.9482041093333
21.000 360.000 0.900 176.57734791284275
22.000 0.000 0.900 170.6261480879544
22.000 4.000 0.900 158.5304926114276
22.000 8.000 0.900 146.21279377829472
22.000 12.000 0.900 133.73710609489487
22.000 16.000 0.900 122.59128277765795
22.000 20.000 0.900 113.1526089690075
22.000 24.000 0.900 103.9591585213942
22.000 28.000 0.900 94.79678833309677
22.000 32.000 0.900 88.85499904590418
22.000 36.000 0.900 86.80615479294259
22.000 40.000 0.900 87.44989866771577
22.000 44.000 0.900 88.28563445200312
22.000 48.000 0.900 89.22750748847889
22.000 52.000 0.900 91.39440914935979
22.000 56.000 0.900 96.63210385482533
22.000 60.000 0.900 102.80945313892128
22.000 64.000 0.900 110.10482253524587
22.000 68.000 0.900 119.05351059892317
22.000 72.000 0.900 130.34627228206887
22.000 76.000 0.900 143.6661801000498
22.000 80.000 0.900 156.9695945395744
22.000 84.000 0.900 170.29933621819256
22.000 88.000 0.900 183.3424360926125
22.000 92.000 0.900 196.03918186602917
22.000 96.000 0.900 208.33193296407012
22.000 100.000 0.900 220.3452376242065
22.000 104.000 0.900 232.03867015037687
22.000 108.000 0.900 244.08950753988998
22.000 112.000 0.900 256.1021855141716
22.000 116.000 0.900 267.6554239649889
22.000 120.000 0.900 278.69869955221276
22.000 124.000 0.900 289.1794952949347
22.000 128.000 0.900 299.0522765829002
22.000 132.000 0.900 308.272681725292
22.000 136.000 0.900 316.7991744814443
22.000 140.000 0.900 324.5931805676605
22.000 144.000 0.900 332.68806936449306
22.000 148.000 0.900 340.135632840834
22.000 152.000 0.900 346.7691849028612
22.000 156.000 0.900 352.5570413356546
22.000 160.000 0.900 357.47295343336555
22.000 164.000 0.900 362.2480970514892
22.000 168.000 0.900 368.770291219741
22.000 172.000 0.900 375.42455359273913
22.000 176.000 0.900 381.27855808234347
22.000 180.000 0.900 386.73807377281213
22.000 184.000 0.900 392.3533027873327
22.000 188.000 0.900 399.18331095366995
22.000 192.000 0.900 406.0910302672996
22.000 196.000 0.900 412.14307215005
22.000 200.000 0.900 417.3124806700214
22.000 204.000 0.900 421.57217886466606
22.000 208.000 0.900 424.903882628622
22.000 212.000 0.900 428.20909425071915
22.000 216.000 0.900 431.20421371365023
22.000 220.000 0.900 433.2664245135166
22.000 224.000 0.900 434.3803487244336
22.000 228.000 0.900 434.53924838027416
22.000 232.000 0.900 435.1014905549718
22.000 236.000 0.900 435.0068680307422
22.000 240.000 0.900 433.9098788193144
22.000 244.000 0.900 431.81286547771356
22.000 248.000 0.900 430.24593944507257
22.000 252.000 0.900 427.95763462434803
22.000 256.000 0.900 424.68899635713683
22.000 260.000 0.900 420.45177914140766
22.000 264.000 0.900 415.2654020695229
22.000 268.000 0.900 409.15134893051777
22.000 272.000 0.900 402.3308373869269
22.000 276.000 0.900 396.0311436013829
22.000 280.000 0.900 388.86897593102333
22.000 284.000 0.900 380.87577726768467
22.000 288.000 0.900 372.08477270493705
22.000 292.000 0.900 362.53449371262855
22.000 296.000 0.900 352.26780592553934
22.000 300.000 0.900 341.9379091081964
22.000 304.000 0.900 331.37872568769
22.000 308.000 0.900 321.74245970918247
22.000 312.000 0.900 312.2451925148507
22.000 316.000 0.900 302.08425476733237
22.000 320.000 0.900 291.30775812622636
22.000 324.000 0.900 279.96990029273854
22.000 328.000 0.900 268.12513882840636
22.000 332.000 0.900 256.54855447288486
22.000 336.000 0.900 244.71419722187915
22.000 340.000 0.900 232.4384350309621
22.000 344.000 0.900 219.7816664901419
22.000 348.000 0.900 206.8068375612201
22.000 352.000 0.900 194.29614859612943
22.000 356.000 0.900 182.43864742229277
22.000 360.000 0.900 170.62713386167007
23.000 0.000 0.900 164.3449465763377
23.000 4.000 0.900 151.8085548402383
23.000 8.000 0.900 139.0386677552564
23.000 12.000 0.900 126.10189857157171
23.000 16.000 0.900 113.06666697358314
23.000 20.000 0.900 101.59453176200756
23.000 24.000 0.900 90.61631305042316
23.000 28.000 0.900 81.10120655202336
23.000 32.000 0.900 71.94628673080229
23.000 36.000 0.900 67.06473088647044
23.000 40.000 0.900 65.8722192362611
23.000 44.000 0.900 66.41203214301457
23.000 48.000 0.900 69.81607003250448
23.000 52.000 0.900 75.06548507162451
23.000 56.000 0.900 81.50141221979503
23.000 60.000 0.900 89.66798210191865
23.000 64.000 0.900 100.36084792934122
23.000 68.000 0.900 112.73820768408837
23.000 72.000 0.900 127.47122119637676
23.000 76.000 0.900 142.13732488233774
23.000 80.000 0.900 156.5694010052883
23.000 84.000 0.900 170.69505514517306
23.000 88.000 0.900 184.44815340009467
23.000 92.000 0.900 197.76292206287627
23.000 96.000 0.900 210.57581585537332
23.000 100.000 0.900 222.82728488062966
23.000 104.000 0.900 234.9354292657552
23.000 108.000 0.900 247.1137546891762
23.000 112.000 0.900 258.6657544887596
23.000 116.000 0.900 269.53499210314976
23.000 120.000 0.900 280.4255608989489
23.000 124.000 0.900 290.6936464433277
23.000 128.000 0.900 300.62518884216735
23.000 132.000 0.900 310.16104938702586
23.000 136.000 0.900 318.9814154900386
23.000 140.000 0.900 328.2620246911059
23.000 144.000 0.900 336.7774138520435
23.000 148.000 0.900 344.4869788241425
23.000 152.000 0.900 351.35395281069924
23.000 156.000 0.900 357.34557006697196
23.000 160.000 0.900 362.4346952115238
23.000 164.000 0.900 368.2210682670956
23.000 168.000 0.900 373.27636299272166
23.000 172.000 0.900 378.1642226378889
23.000 176.000 0.900 384.89071045569824
23.000 180.000 0.900 391.3874701740433
23.000 184.000 0.900 398.6246599308283
23.000 188.000 0.900 405.1672028820981
23.000 192.000 0.900 410.78498972840305
23.000 196.000 0.900 416.9990625368771
23.000 200.000 0.900 422.3484101625642
23.000 204.000 0.900 426.7560140509555
23.000 208.000 0.900 430.20301643874706
23.000 212.000 0.900 432.67355704968355
23.000 216.000 0.900 434.85589028974005
23.000 220.000 0.900 436.9999896049247
23.000 224.000 0.900 438.1636224860229
23.000 228.000 0.900 439.8087612513693
23.000 232.000 0.900 440.7566784860635
23.000 236.000 0.900 440.6694634543194
23.000 240.000 0.900 439.54427904041773
23.000 244.000 0.900 437.3833411904394
23.000 248.000 0.900 434.2052948582398
23.000 252.000 0.900 431.84727241912776
23.000 256.000 0.900 428.47393249183443
23.000 260.000 0.900 424.09721764182456
23.000 264.000 0.900 418.7370345072014
23.000 268.000 0.900 412.4154207459429
23.000 272.000 0.900 405.1602428852325
23.000 276.000 0.900 397.34622310380576
23.000 280.000 0.900 389.9486270350027
23.000 284.000 0.900 381.6888363426556
23.000 288.000 0.900 373.09469870125537
23.000 292.000 0.900 364.008700447642
23.000 296.000 0.900 354.2083391115726
23.000 300.000 0.900 344.9033045622512
23.000 304.000 0.900 334.8175467803307
23.000 308.000 0.900 323.9992628543957
23.000 312.000 0.900 313.78818299017695
23.000 316.000 0.900 303.26767143373496
23.000 320.000 0.900 292.1088406347125
23.000 324.000 0.900 280.36781574743384
23.000 328.000 0.900 268.1009898841667
23.000 332.000 0.900 255.3684909553412
23.000 336.000 0.900 242.89918837123116
23.000 340.000 0.900 230.18512557490618
23.000 344.000 0.900 217.07403631405057
23.000 348.000 0.900 203.63119293115253
23.000 352.000 0.900 189.9242087613842
23.000 356.000 0.900 176.68887883815503
23.000 360.000 0.900 164.34597438683764
24.000 0.000 0.900 157.7404526812873
24.000 4.000 0.900 144.7776892492813
24.000 8.000 0.900 131.56996786013474
24.000 12.000 0.900 118.24040534022828
24.000 16.000 0.900 105.17146161144343
24.000 20.000 0.900 92.16261769164949
24.000 24.000 0.900 80.70102435951823
24.000 28.000 0.900 69.57647738308361
24.000 32.000 0.900 59.4275951083096
24.000 36.000 0.900 50.92749996322091
24.000 40.000 0.900 47.00476203167918
24.000 44.000 0.900 48.743561929195465
24.000 48.000 0.900 52.750501742343374
24.000 52.000 0.900 60.89216047775505
24.000 56.000 0.900 71.71920272175574
24.000 60.000 0.900 84.06748648597029
24.000 64.000 0.900 98.21914259277557
24.000 68.000 0.900 113.44882940181527
24.000 72.000 0.900 128.96775511920612
24.000 76.000 0.900 144.2314859727028
24.000 80.000 0.900 159.16426521139113
24.000 84.000 0.900 173.6871899181106
24.000 88.000 0.900 187.72818428043777
24.000 92.000 0.900 201.21596417273014
24.000 96.000 0.900 214.08207358827997
24.000 100.000 0.900 226.5108342488614
24.000 104.000 0.900 239.09977609239493
24.000 108.000 0.900 251.38273058051354
24.000 112.000 0.900 263.31757137376616
24.000 116.000 0.900 274.5473358553532
24.000 120.000 0.900 285.01859808574545
24.000 124.000 0.900 294.67682465175903
24.000 128.000 0.900 303.8526385476401
24.000 132.000 0.900 313.0520455237755
24.000 136.000 0.900 322.4814223564065
24.000 140.000 0.900 331.81373256346717
24.000 144.000 0.900 340.60787528124627
24.000 148.000 0.900 348.56983252424203
24.000 152.000 0.900 355.6616741358843
24.000 156.000 0.900 361.8495964238408
24.000 160.000 0.900 368.34051729406553
24.000 164.000 0.900 374.5248927111345
24.000 168.000 0.900 379.7491806902996
24.000 172.000 0.900 384.97492028122656
24.000 176.000 0.900 389.53760729145273
24.000 180.000 0.900 396.99286133737763
24.000 184.000 0.900 404.6749669736128
24.000 188.000 0.900 411.4345001423255
24.000 192.000 0.900 417.2383810985607
24.000 196.000 0.900 422.0582774783596
24.000 200.000 0.900 427.09180839013277
24.000 204.000 0.900 431.64166289240404
24.000 208.000 0.900 435.19950937715646
24.000 212.000 0.900 437.7490255349856
24.000 216.000 0.900 439.2786618473616
24.000 220.000 0.900 440.3648366577829
24.000 224.000 0.900 443.05310746550145
24.000 228.000 0.900 445.1043229788795
24.000 232.000 0.900 446.0946694348888
24.000 236.000 0.900 446.01586015900057
24.000 240.000 0.900 444.8647443678674
24.000 244.000 0.900 442.6433913161366
24.000 248.000 0.900 439.3591490896225
24.000 252.000 0.900 435.3727264916803
24.000 256.000 0.900 431.89974181035564
24.000 260.000 0.900 427.38977703162624
24.000 264.000 0.900 421.8631853204446
24.000 268.000 0.900 415.3425140057661
24.000 272.000 0.900 407.8563543514347
24.000 276.000 0.900 399.4383235135528
24.000 280.000 0.900 391.4843507264191
24.000 284.000 0.900 383.86541441012355
24.000 288.000 0.900 375.3475899053587
24.000 292.000 0.900 366.8128139720825
24.000 296.000 0.900 358.0574237384608
24.000 300.000 0.900 348.4458181610209
24.000 304.000 0.900 338.0264056095839
24.000 308.000 0.900 326.8489699458037
24.000 312.000 0.900 315.0545350493307
24.000 316.000 0.900 304.1873870606046
24.000 320.000 0.900 292.6598635031539
24.000 324.000 0.900 280.5299487537143
24.000 328.000 0.900 267.8559028240808
24.000 332.000 0.900 254.69986819039
24.000 336.000 0.900 241.1266187442152
24.000 340.000 0.900 227.6847110460871
24.000 344.000 0.900 214.1348919265612
24.000 348.000 0.900 200.23983093626356
24.000 352.000 0.900 186.06952201590465
24.000 356.000 0.900 171.6960406274263
24.000 360.000 0.900 157.7415218571366
25.000 0.000 0.900 154.956591076122
25.000 4.000 0.900 141.14523173187456
25.000 8.000 0.900 128.2495125307483
25.000 12.000 0.900 114.93407040234786
25.000 16.000 0.900 101.271078056291
25.000 20.000 0.900 87.42181707464711
25.000 24.000 0.900 74.60700943020473
25.000 28.000 0.900 63.05686353125653
25.000 32.000 0.900 51.71562406057503
25.000 36.000 0.900 42.68293428389875
25.000 40.000 0.900 37.90825883309704
25.000 44.000 0.900 40.01020360391833
25.000 48.000 0.900 48.68307290081499
25.000 52.000 0.900 58.11418689312589
25.000 56.000 0.900 69.96295637758213
25.000 60.000 0.900 83.65179322420892
25.000 64.000 0.900 98.63308906416172
25.000 68.000 0.900 114.63792660154368
25.000 72.000 0.900 130.64457110526237
25.000 76.000 0.900 146.38847727349233
25.000 80.000 0.900 161.7913728482781
25.000 84.000 0.900 176.7717095881676
25.000 88.000 0.900 191.25500800853703
25.000 92.000 0.900 205.16759988775536
25.000 96.000 0.900 218.57754298621933
25.000 100.000 0.900 232.21612294530084
25.000 104.000 0.900 245.20500367302327
25.000 108.000 0.900 257.47872248412835
25.000 112.000 0.900 268.97387246783376
25.000 116.000 0.900 279.6311749530633
25.000 120.000 0.900 290.16256012821805
25.000 124.000 0.900 300.119802854259
25.000 128.000 0.900 309.5262257657785
25.000 132.000 0.900 318.90042738321915
25.000 136.000 0.900 327.83221452252843
25.000 140.000 0.900 336.6797169612274
25.000 144.000 0.900 344.6063287115113
25.000 148.000 0.900 352.37921977953704
25.000 152.000 0.900 359.68710075944017
25.000 156.000 0.900 366.87630297393895
25.000 160.000 0.900 374.2130349765854
25.000 164.000 0.900 380.5899269450687
25.000 168.000 0.900 387.2309689164506
25.000 172.000 0.900 392.96745500127133
25.000 176.000 0.900 398.4822168569471
25.000 180.000 0.900 404.0489281311855
25.000 184.000 0.900 410.4968527955967
25.000 188.000 0.900 417.4651786296661
25.000 192.000 0.900 423.4480972798138
25.000 196.000 0.900 428.4163995886561
25.000 200.000 0.900 432.3475190929617
25.000 204.000 0.900 436.2231731779791
25.000 208.000 0.900 439.8872741908863
25.000 212.000 0.900 442.5124399916964
25.000 216.000 0.900 444.0868218679017
25.000 220.000 0.900 445.9918456627587
25.000 224.000 0.900 447.9509836462803
25.000 228.000 0.900 450.0765173175051
25.000 232.000 0.900 451.1089600997071
25.000 236.000 0.900 451.0395446022701
25.000 240.000 0.900 449.8647928514771
25.000 244.000 0.900 447.58660750876874
25.000 248.000 0.900 444.21233695910684
25.000 252.000 0.900 439.7548125051048
25.000 256.000 0.900 434.96225063164377
25.000 260.000 0.900 430.3254459688271
25.000 264.000 0.900 424.64004590368893
25.000 268.000 0.900 417.92906261726137
25.000 272.000 0.900 411.17787861247865
25.000 276.000 0.900 403.5007643468923
25.000 280.000 0.900 394.8622550858069
25.000 284.000 0.900 386.0543070020601
25.000 288.000 0.900 378.76719253271654
25.000 292.000 0.900 370.6705838208407
25.000 296.000 0.900 361.64811605497647
25.000 300.000 0.900 351.7417569670277
25.000 304.000 0.900 341.00139280628616
25.000 308.000 0.900 329.478332905818
